,id,text,link,created_at,tweet_type,user.screen_name,user.name,user.id,user.friends,user.followers,user.verified,user.account_created_at,user.location,media.media_type,media.media_urls,geolocation,hrisk_img,relevant,forecast,trop-out,cone,arrival,prob,surge,key-msg,ww,threat-impact,conv-out,meso-disc,rain-fore,rain-out,riv-flood,spag,text-img,model,evac,other-fore,other-non-fore,video,ww_exp,ww_cone,ww_md,official,unofficial,spanish,image_count
10,898207868222140418,"2 of 3 tropical systems in the Atlantic will approach the Caribbean, Central America and the US in the coming days:Ã¢ÂÂ¦ https://t.co/rP50FhwQ0l",http://twitter.com/breakingweather/statuses/898207868222140418,2017-08-17 15:40:18+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843304,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHcTSzEV0AA3UVv.jpg'],,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
11,898212932831502336,"Potential Tropical Cyclone Nine Nearing Windward Islands; Tropical Storm Watches, Warnings IssuedÃ¢ÂÂ¦ https://t.co/CGAEbJShWh",http://twitter.com/wunderground/statuses/898212932831502336,2017-08-17 16:00:25+00:00,original_tweet,wunderground,Weather Underground,15740491,479,390794,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DHcX5s0VoAAtVM0.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
12,898224390797742081,"Air Force recon on their way to ""Potential Tropical Cyclone 9"" (earlier known as ""Invest 91L"")  Either way, prob soÃ¢ÂÂ¦ https://t.co/RqdDeKW9vu",http://twitter.com/GregPostel/statuses/898224390797742081,2017-08-17 16:45:57+00:00,original_tweet,gregpostel,Greg Postel,872355266,682,41412,True,2012-10-10T19:14:44.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHch52RXkAA63Zu.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
13,898235499067736064,The Lesser Antilles may be dealing with a tropical storm on Friday--and two other systems are in line behind itÃ¢ÂÂ¦ https://t.co/ot6WtDxUfY,http://twitter.com/wunderground/statuses/898235499067736064,2017-08-17 17:30:06+00:00,original_tweet,wunderground,Weather Underground,15740491,479,390799,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DHcsbOMUIAAAMKL.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1
14,898287184083525632,Tropical Storm Harvey forms east of the Windward Islands. Tropical storm conditions expected to arrive early FridayÃ¢ÂÂ¦ https://t.co/3E3tr0P0CE,http://twitter.com/weatherchannel/statuses/898287184083525632,2017-08-17 20:55:28+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2900659,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHdbbluUQAAmSO1.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
15,898287575324131329,Tropical Storm #Harvey has developed in the Atlantic Ocean and may become a hurricane in the coming days. Details:Ã¢ÂÂ¦ https://t.co/m8PTgKhpOH,http://twitter.com/breakingweather/statuses/898287575324131329,2017-08-17 20:57:01+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843384,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHdbyb4WAAA4NzO.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
16,898293317250686976,"Tropical Storm Harvey, developed this afternoon, here is the latest on Harvey and its projected cone over the nextÃ¢ÂÂ¦ https://t.co/e1zrKEGZD2",http://twitter.com/NWSBrownsville/statuses/898293317250686976,2017-08-17 21:19:50+00:00,original_tweet,nwsbrownsville,NWS Brownsville,590190799,1180,7975,True,2012-05-25T17:57:42.000Z,"Brownsville, Texas",photo,['http://pbs.twimg.com/media/DHdg_jzXYAg_8Sf.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2
17,898307227202670592,"Tropical storm warnings are in effect for Martinique, St. Lucia, Barbados, and St. Vincent &amp; the Grenadines #HarveyÃ¢ÂÂ¦ https://t.co/UiBSNsEta3",http://twitter.com/NHC_Atlantic/statuses/898307227202670592,2017-08-17 22:15:07+00:00,original_tweet,nhc_atlantic,NHC Atlantic Ops,299798272,0,265537,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DHdtVpFXgAE-lXR.jpg'],,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1
18,898308748522999808,Tropical-storm-force winds from #Harvey could begin within the warning area before or around sunrise on Friday.Ã¢ÂÂ¦ https://t.co/JJzJ437B9q,http://twitter.com/NHC_Atlantic/statuses/898308748522999808,2017-08-17 22:21:10+00:00,original_tweet,nhc_atlantic,NHC Atlantic Ops,299798272,0,265539,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,['http://pbs.twimg.com/media/DHdub0EWsAEqI9Y.jpg'],,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1
19,898309853189427201,Tropical Storm #Harvey forms in the Atlantic and aims for the Caribbean. Very optimistic it will be no threat to thÃ¢ÂÂ¦ https://t.co/eaQm4CFiEi,http://twitter.com/DisasterPIO/statuses/898309853189427201,2017-08-17 22:25:33+00:00,original_tweet,disasterpio,Francisco Sanchez,18183134,943,3003,False,2008-12-17T05:25:08.000Z,"Houston/Harris County, TX",photo,['http://pbs.twimg.com/media/DHdwDAaUQAA1uQb.jpg'],,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1
20,898310726514868224,"Tropical Storm Harvey, the eighth named storm of the 2017 hurricane season, has formed in the Atlantic:Ã¢ÂÂ¦ https://t.co/v9pCTEoi7g",http://twitter.com/ReadyHarris/statuses/898310726514868224,2017-08-17 22:29:01+00:00,original_tweet,readyharris,Harris County OHSEM,151730349,262,19292,True,2010-06-04T03:17:33.000Z,"Harris County, Texas",photo,['http://pbs.twimg.com/media/DHdwY_aU0AA23i0.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2
21,898311505736744960,The Windward Islands to be hit by Harvey thru Friday.  Forecast to gain strength &amp; head for Honduras to Yucatan.Ã¢ÂÂ¦ https://t.co/VsCMmMaD4t,http://twitter.com/weatherchannel/statuses/898311505736744960,2017-08-17 22:32:07+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2900811,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,"['http://pbs.twimg.com/media/DHdwoG_XYAER_6_.jpg', 'http://pbs.twimg.com/media/DHdwr8iXcAA-HPJ.jpg']",,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2
22,898336206403977217,Could #Harvey stick around long enough so we have a #tropical cyclone during Monday's #Eclipse2017?Ã¢ÂÂ¦ https://t.co/gLm1pIkgm8,http://twitter.com/weatherchannel/statuses/898336206403977217,2017-08-18 00:10:16+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2900932,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHeIBKuVwAAW3jl.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
23,898499525425467392,Tropical Storm #Harvey developed on Thursday afternoon &amp; will enter the Caribbean Sea this weekend:Ã¢ÂÂ¦ https://t.co/XFRiS7iTAI,http://twitter.com/breakingweather/statuses/898499525425467392,2017-08-18 10:59:14+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843682,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHgcjk4XsAALJhu.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
24,898532691234013184,"Guidance is tightly clustered on #Harvey moving west through the weekend ... but next week, ECMWF includes a scenarÃ¢ÂÂ¦ https://t.co/2BU6IYNDAH",http://twitter.com/GregPostel/statuses/898532691234013184,2017-08-18 13:11:02+00:00,original_tweet,gregpostel,Greg Postel,872355266,682,41467,True,2012-10-10T19:14:44.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHg6hzBXcAAqsA6.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,1
25,898556094091587584,"Focus &amp; attention is on the eclipse, but let's not lose sight of Tropical Storm Harvey. Too early to tell, but notÃ¢ÂÂ¦ https://t.co/yXJBhAPROY",http://twitter.com/NWSSanAntonio/statuses/898556094091587584,2017-08-18 14:44:01+00:00,original_tweet,nwssanantonio,NWS San Antonio,594749537,185,22813,True,2012-05-30T17:13:01.000Z,"New Braunfels, Texas",photo,['http://pbs.twimg.com/media/DHhP8qHVwAEDEGw.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2
26,898605545493364737,"Tropical Storm Harvey will journey into the Caribbean Sea early next week, bringing heavy rain &amp; strong wind gusts:Ã¢ÂÂ¦ https://t.co/njUITJl4Es",http://twitter.com/breakingweather/statuses/898605545493364737,2017-08-18 18:00:31+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,843870,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHh8-s0WAAEv02l.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,1
27,898612374386692096,Trop Strm Harvey wl track westward across Caribbean this weekend. Next week could cont wwd ovr land or turn NW intoÃ¢ÂÂ¦ https://t.co/yNAVDT075f,http://twitter.com/NWSHouston/statuses/898612374386692096,2017-08-18 18:27:40+00:00,original_tweet,nwshouston,NWS Houston,600958397,349,24371,True,2012-06-06T13:13:19.000Z,"Houston, Texas",photo,['http://pbs.twimg.com/media/DHiCZV9WsAAg61e.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1
28,898612987807670272,Tropical Storm Harvey is expected to strengthen this weekend as it moves across the CaribbeanÃ¢ÂÂ¦ https://t.co/3v0WpLiEy6,http://twitter.com/wunderground/statuses/898612987807670272,2017-08-18 18:30:06+00:00,original_tweet,wunderground,Weather Underground,15740491,479,390920,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DHiDv6SU0AIyLNk.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
29,898624901577396224,"Here is the latest on Tropical Storm Harvey.  Currently, the forecast takes Harvey westward across the Caribbean SeÃ¢ÂÂ¦ https://t.co/lq6NVSBsNp",http://twitter.com/NWSCorpus/statuses/898624901577396224,2017-08-18 19:17:26+00:00,original_tweet,nwscorpus,NWS Corpus Christi,589561485,77,12946,True,2012-05-24T22:38:07.000Z,"Corpus Christi, Texas",photo,['http://pbs.twimg.com/media/DHiNxcNVoAAeCSP.jpg'],,yes,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,2
30,898634932867801089,Just a slight disagreement between the day 6 ECMWF &amp; the Canadian model- like the difference between Walden Pond anÃ¢ÂÂ¦ https://t.co/6b8UYVv4u8,http://twitter.com/EricBlake12/statuses/898634932867801089,2017-08-18 19:57:18+00:00,original_tweet,ericblake12,Eric Blake Ã°ÂÂÂ,912858588,3418,13539,True,2012-10-29T17:20:09.000Z,"Miramar, FL",photo,"['http://pbs.twimg.com/media/DHiXtAVVwAE4n99.jpg', 'http://pbs.twimg.com/media/DHiXtAUUIAAD4gt.jpg']",,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,1
31,898650757561368577,Tropical Storm #Harvey has entered the Caribbean. Heavy rain threat to Central America early/mid next week:Ã¢ÂÂ¦ https://t.co/FWFjlfvoEl,http://twitter.com/weatherchannel/statuses/898650757561368577,2017-08-18 21:00:11+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6335,2902952,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHil8yhXsAMjf09.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
32,898723421626007553,"Tropical Storm Harvey will journey into the Caribbean Sea early next week, bringing heavy rain &amp; strong wind gusts:Ã¢ÂÂ¦ https://t.co/PVFENymyp8",http://twitter.com/breakingweather/statuses/898723421626007553,2017-08-19 01:48:55+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,844012,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHjoMEcW0AAVVNy.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,1
33,898884768955105280,Tropical Storm #Harvey is charging westward and will impact Central America and Mexico by early next week:Ã¢ÂÂ¦ https://t.co/htisLimycc,http://twitter.com/weatherchannel/statuses/898884768955105280,2017-08-19 12:30:04+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6333,2904103,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHl67s-UwAMyHXj.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
34,898924440469127168,Ã°ÂÂÂ #TropicalStormHarvey is working its way through #Aruba this morning. Landfall still likely in Belize early next wÃ¢ÂÂ¦ https://t.co/FHtbRFcPPJ,http://twitter.com/WeatherNation/statuses/898924440469127168,2017-08-19 15:07:42+00:00,original_tweet,weathernation,WeatherNation,25531732,3850,129068,True,2009-03-20T16:42:05.000Z,,photo,"['http://pbs.twimg.com/media/DHmfAjvV0AA41Jg.jpg', 'http://pbs.twimg.com/media/DHmfAjwV0AEsC88.jpg']",Aruba,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,2
35,898960384475975680,Harvey will continue to track toward Central America and may bring dangerous conditions early next wee:Ã¢ÂÂ¦ https://t.co/MhMkGnwtbX,http://twitter.com/breakingweather/statuses/898960384475975680,2017-08-19 17:30:32+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,844395,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHm_tGaWsAE9HPg.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
36,898961913320624128,"Disheveled TS Harvey may not survive the weekend--but if it does, it could strengthen while approaching HondurasÃ¢ÂÂ¦ https://t.co/ukGhsF2niA",http://twitter.com/wunderground/statuses/898961913320624128,2017-08-19 17:36:36+00:00,original_tweet,wunderground,Weather Underground,15740491,479,390994,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DHnBGFxUMAAUsaf.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
37,898994625582682113,Tropical update from the National Hurricane Center...TS Harvey is not expected to impact WGRFC at this time.Ã¢ÂÂ¦ https://t.co/SdE2ItivTA,http://twitter.com/NWSWGRFC/statuses/898994625582682113,2017-08-19 19:46:35+00:00,original_tweet,nwswgrfc,NWSWGRFC,595563520,70,1993,True,2012-05-31T15:09:44.000Z,"Fort Worth, Texas",photo,['http://pbs.twimg.com/media/DHnexvWU0AMapGv.jpg'],,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,3
38,899013696357322757,"#Harvey has weakened to a tropical depression, but it could rebound before reaching Central America early week:Ã¢ÂÂ¦ https://t.co/a9JwP6XMzw",http://twitter.com/weatherchannel/statuses/899013696357322757,2017-08-19 21:02:22+00:00,original_tweet,weatherchannel,The Weather Channel,20998647,6333,2904800,True,2009-02-16T16:21:12.000Z,"Atlanta, GA",photo,['http://pbs.twimg.com/media/DHnwKIcXsAQBr8p.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
39,899069754035458048,Tropical Depression Harvey will track toward Central America and may bring dangerous conditions early next week:Ã¢ÂÂ¦ https://t.co/7y0epqwV8C,http://twitter.com/breakingweather/statuses/899069754035458048,2017-08-20 00:45:07+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,844500,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHojLPBV0AE38a6.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
40,899142303473860608,"Despite weakening to a tropical rainstorm, #Harvey will unleash hvy rainfall across Central America early this weekÃ¢ÂÂ¦ https://t.co/K1N5z3DPrg",http://twitter.com/breakingweather/statuses/899142303473860608,2017-08-20 05:33:25+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,844616,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHplKKSXkAAHGjP.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
41,899308086351077381,"#Harvey showing signs of regeneration over western Caribbean Sea &amp; will produce heavy rainfall, t-storms this week.Ã¢ÂÂ¦ https://t.co/19aCreWkDB",http://twitter.com/breakingweather/statuses/899308086351077381,2017-08-20 16:32:10+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,844931,True,2009-01-16T15:43:35.000Z,"State College, PA",animated_gif,['https://video.twimg.com/tweet_video/DHr7783W0AElg-N.mp4'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1
42,899308400403664896,Ex-Tropical Storm Harvey may reorganize over the coming week as it moves toward the Bay of CampecheÃ¢ÂÂ¦ https://t.co/bA3o07UM3N,http://twitter.com/wunderground/statuses/899308400403664896,2017-08-20 16:33:25+00:00,original_tweet,wunderground,Weather Underground,15740491,479,391065,True,2008-08-05T19:28:25.000Z,"San Francisco, CA",photo,['http://pbs.twimg.com/media/DHr8OSMVoAAznrh.jpg'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,1
43,899425443455139840,#Harvey's remnants are likely to become a tropical cyclone again over the NW Caribbean Sea or Bay of CampecheÃ¢ÂÂ¦ https://t.co/9XrYOTXQBd,http://twitter.com/NHC_Atlantic/statuses/899425443455139840,2017-08-21 00:18:30+00:00,original_tweet,nhc_atlantic,NHC Atlantic Ops,299798272,0,265819,True,2011-05-16T17:59:24.000Z,"Miami, FL",photo,"['http://pbs.twimg.com/media/DHtmDofXUAENF9C.jpg', 'http://pbs.twimg.com/media/DHtmEjwXoAICCFK.jpg']",,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1
44,899447235057926144,Harvey showed signs of regeneration on Sunday &amp; may become a tropical depression or storm at any time into Tuesday:Ã¢ÂÂ¦ https://t.co/rJlNQpUVtg,http://twitter.com/breakingweather/statuses/899447235057926144,2017-08-21 01:45:06+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,845098,True,2009-01-16T15:43:35.000Z,"State College, PA",photo,['http://pbs.twimg.com/media/DHt6fjQXYAE9bwi.jpg'],,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1
45,899573097933754368,#Harvey will continue to track toward Central America with gusty thunderstorms and rough seas into Tuesday:Ã¢ÂÂ¦ https://t.co/vlIXCFXLVh,http://twitter.com/breakingweather/statuses/899573097933754368,2017-08-21 10:05:14+00:00,original_tweet,breakingweather,AccuWeather,19071682,2013,845317,True,2009-01-16T15:43:35.000Z,"State College, PA",animated_gif,['https://video.twimg.com/tweet_video/DHvs9p9UwAE0obX.mp4'],,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,1
