tweet-id,tweet-id_trunc,tweet-created_at,tweet-text,tweet-url,tweet-type,tweet-time_harvey,tweet-rel_harvey,tweet-fore_harvey,user-id,user-name,user-screen_name,user-location,user-verified,user-followers,user-friends,user-scope,user-scope_loc,user-scope_nat,user-agency,user-agency_ind,user-agency_org,user-affiliation,user-scope_aff,media-type,media-urls,media-url_num,media-url1,media-url2,media-url3,media-url4,image-branding_off,image-branding_unoff,image-lang_english,image-lang_spanish,image-type_arrival,image-type_cone,image-type_conv-out,image-type_evac,image-type_key-msg,image-type_meso-disc,image-type_meso-disc_spc,image-type_meso-disc_wpc,image-type_model,image-type_other-fore,image-type_other-non-fore,image-type_prob,image-type_rain-fore,image-type_rain-out,image-type_riv-flood,image-type_spag,image-type_surge,image-type_text,image-type_threat-impact,image-type_trop-out,image-type_video,image-type_ww,image-type_ww_cone,image-type_ww_exp,image-type_ww_md,image-type_rain,image-type_conv,image-type_multi,image-type_sum,image-type,diffusion-rt_count,diffusion-qt_count,diffusion-combined_rt_qt_count,diffusion-reply_count,diffusion-rt_count_5m,diffusion-rt_count_10m,diffusion-rt_count_15m,diffusion-rt_count_30m,diffusion-rt_count_60m,diffusion-rt_count_120m,diffusion-rt_count_240m,diffusion-rt_count_360m,diffusion-combined_rt_qt_count_5m,diffusion-combined_rt_qt_count_10m,diffusion-combined_rt_qt_count_15m,diffusion-combined_rt_qt_count_30m,diffusion-combined_rt_qt_count_60m,diffusion-combined_rt_qt_count_120m,diffusion-combined_rt_qt_count_240m,diffusion-combined_rt_qt_count_360m,diffusion-qt_count_5m,diffusion-qt_count_10m,diffusion-qt_count_15m,diffusion-qt_count_30m,diffusion-qt_count_60m,diffusion-qt_count_120m,diffusion-qt_count_240m,diffusion-qt_count_360m,diffusion-reply_count_5m,diffusion-reply_count_10m,diffusion-reply_count_15m,diffusion-reply_count_30m,diffusion-reply_count_60m,diffusion-reply_count_120m,diffusion-reply_count_240m,diffusion-reply_count_360m
,901210246466633.0,2017-08-25 22:30:00+00:00,#Harvey ~50 miles from the coast. Eye-wall soon slamming the shore. Landfall near Rockport soon. ,https://t.co/fcc8cmvdqP,original_tweet,1.0,1,1,26213879.0,Rob Marciano,robmarciano,New York,True,230686.0,690.0,National,0.0,1.0,Individual,1.0,0.0,Wx Media,National Wx Media,gif,https://video.twimg.com/tweet_video/DIG91kOUIAAzRsL.mp4,1.0,https://video.twimg.com/tweet_video/DIG91kOUIAAzRsL.mp4,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Watch/Warning,9.0,0.0,9.0,3.0,1.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,1.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0
,899961909574860.0,2017-08-22 11:50:00+00:00,#Harvey 2 will need to be watched.  Late week impacts. Latest spaghetti's ,https://t.co/SSviiRrVud,original_tweet,1.0,1,1,21388284.0,Jim Cantore,jimcantore,Location: Up to mother nature,True,916980.0,2141.0,National,0.0,1.0,Individual,1.0,0.0,Wx Media,National Wx Media,multi_photo,"http://pbs.twimg.com/media/DH1OlOMU0AE7FRk.jpg,http://pbs.twimg.com/media/DH1OlOSVoAIzymy.jpg",2.0,http://pbs.twimg.com/media/DH1OlOMU0AE7FRk.jpg,http://pbs.twimg.com/media/DH1OlOSVoAIzymy.jpg,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Model Output,102.0,0.0,102.0,14.0,8.0,18.0,22.0,30.0,42.0,57.0,73.0,76.0,8.0,18.0,22.0,30.0,42.0,57.0,73.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,6.0,7.0,8.0,9.0
,900951031802019.0,2017-08-25 05:20:00+00:00,"#Harvey a cat 2 late tonight, and on still on its way to the Coastal Bend. ",https://t.co/dG9Q78SOA1,original_tweet,1.0,1,1,16752675.0,Matt Lanza,mattlanza,"Houston, TX",True,10812.0,4152.0,Local,1.0,0.0,Individual,1.0,0.0,Wx Bloggers,Local Wx Bloggers,gif,https://video.twimg.com/tweet_video/DIDSKu1VwAM4v6d.mp4,1.0,https://video.twimg.com/tweet_video/DIDSKu1VwAM4v6d.mp4,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Watch/Warning,3.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
,902345786490593.0,2017-08-29 01:42:00+00:00,#Harvey continues to bring heavy rain to the Houston area tonight after thousands rescued from catastrophic flooding ,https://t.co/ZakzuyyhnQ,original_tweet,1.0,1,1,2341020134.0,BuzzFeed Storm,buzzfeedstorm,Global,True,133335.0,822.0,National,0.0,1.0,Organization,0.0,1.0,Wx Media,National Wx Media,gif,https://video.twimg.com/tweet_video/DIXGsMpVwAAIOFq.mp4,1.0,https://video.twimg.com/tweet_video/DIXGsMpVwAAIOFq.mp4,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Watch/Warning,4.0,0.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,901857447647879.0,2017-08-27 17:22:00+00:00,#Harvey continues to spin moisture into Texas bringing life-threatening flooding: ,https://t.co/gtvA47GrOc,original_tweet,1.0,1,1,20998647.0,The Weather Channel,weatherchannel,"Atlanta, GA",True,2946866.0,6333.0,National,0.0,1.0,Organization,0.0,1.0,Wx Media,National Wx Media,single_photo,http://pbs.twimg.com/media/DIQKhDFXUAEfHVm.jpg,1.0,http://pbs.twimg.com/media/DIQKhDFXUAEfHVm.jpg,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other - Non-Forecast,109.0,1.0,110.0,9.0,35.0,48.0,59.0,74.0,89.0,98.0,103.0,107.0,35.0,48.0,59.0,74.0,89.0,98.0,103.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,8.0,8.0,9.0,9.0,9.0
,899433028270686.0,2017-08-21 00:48:00+00:00,#Harvey could regenerate in the western Caribbean Sea or Bay of Campeche this week: https://t.co/JXHRzSyDu6 ,https://t.co/Dh4CYOxYdD,original_tweet,1.0,1,1,20998647.0,The Weather Channel,weatherchannel,"Atlanta, GA",True,2907264.0,6334.0,National,0.0,1.0,Organization,0.0,1.0,Wx Media,National Wx Media,single_photo,http://pbs.twimg.com/media/DHttkksUIAAuj76.jpg,1.0,http://pbs.twimg.com/media/DHttkksUIAAuj76.jpg,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Model Output,68.0,0.0,68.0,2.0,16.0,24.0,28.0,36.0,43.0,48.0,53.0,55.0,16.0,24.0,28.0,36.0,43.0,48.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
,900091431104237.0,2017-08-22 20:24:00+00:00,#Harvey could re-intensify and spread heavy #rain into western Gulf Coast later this week. https://t.co/W8UOmPuleP ,https://t.co/k3X0FJ9qo5,original_tweet,1.0,1,1,1446255144.0,NWS WPC,nwswpc,"College Park, MD",True,39093.0,192.0,National,0.0,1.0,Organization,0.0,1.0,NWS,National NWS,single_photo,http://pbs.twimg.com/media/DH3D2ksXsAEWM8A.jpg,1.0,http://pbs.twimg.com/media/DH3D2ksXsAEWM8A.jpg,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other - Forecast,6.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,899997512374857.0,2017-08-22 14:11:00+00:00,#Harvey expected to redevelop this week and GFS ensembles  show a potential Texas landfall. https://t.co/P3qWiJWIwU ,https://t.co/iG25VGF5M0,original_tweet,1.0,1,1,20010925.0,ABC13 Tim Heller,hellerweather,"Houston, TX",True,17232.0,1213.0,Local,1.0,0.0,Individual,1.0,0.0,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DH1uwABUAAEN66m.jpg,1.0,http://pbs.twimg.com/media/DH1uwABUAAEN66m.jpg,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Model Output,16.0,0.0,16.0,0.0,3.0,4.0,4.0,9.0,12.0,14.0,16.0,16.0,3.0,4.0,4.0,9.0,12.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,902922630059114.0,2017-08-30 15:55:00+00:00,#Harvey FORECAST rain through the remainder of the day. Stay with WeatherNation as we continue our coverage. #TXwx ,https://t.co/s12qticgiX,original_tweet,1.0,1,1,25531732.0,WeatherNation,weathernation,0,True,129937.0,3854.0,National,0.0,1.0,Organization,0.0,1.0,Wx Media,National Wx Media,video,https://video.twimg.com/ext_tw_video/902922575398834177/pu/vid/320x180/IJz0dorXWMFOu6_2.mp4,1.0,https://video.twimg.com/ext_tw_video/902922575398834177/pu/vid/320x180/IJz0dorXWMFOu6_2.mp4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other - Forecast,12.0,0.0,12.0,0.0,3.0,3.0,4.0,4.0,7.0,8.0,9.0,10.0,3.0,3.0,4.0,4.0,7.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,900566736319238.0,2017-08-24 03:53:00+00:00,#Harvey forecast to strengthen into a hurricane before landfall. Weekend track highly uncertain. #txwx ,https://t.co/szc7FOI3Po,original_tweet,1.0,1,1,20010925.0,ABC13 Tim Heller,hellerweather,"Houston, TX",True,17559.0,1214.0,Local,1.0,0.0,Individual,1.0,0.0,Wx Media,Local Wx Media,single_photo,http://pbs.twimg.com/media/DH90rGnXkAEpbiX.jpg,1.0,http://pbs.twimg.com/media/DH90rGnXkAEpbiX.jpg,0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Cone,18.0,0.0,18.0,2.0,2.0,7.0,9.0,13.0,14.0,15.0,15.0,16.0,2.0,7.0,9.0,13.0,14.0,15.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
,901077018577694.0,2017-08-25 13:41:00+00:00,#Harvey has all the makings of a disaster. The slow movement means it's around for many days. Be safe. #txwx ,https://t.co/iVqEtmaUeq,original_tweet,1.0,1,1,32567081.0,Mike Bettes,mikebettes,"Atlanta, GA",True,345325.0,567.0,National,0.0,1.0,Individual,1.0,0.0,Wx Media,National Wx Media,gif,https://video.twimg.com/tweet_video/DIFEvg3UMAA22Kc.mp4,1.0,https://video.twimg.com/tweet_video/DIFEvg3UMAA22Kc.mp4,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Other - Non-Forecast,66.0,0.0,66.0,5.0,18.0,27.0,33.0,39.0,47.0,51.0,60.0,62.0,18.0,27.0,33.0,39.0,47.0,51.0,60.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0
